"","ActivityDesc","Subject","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z"
"90","WALKING_UPSTAIRS",8,0.258880152048781,-0.0282415136341463,-0.11512211995122,-0.171712174634146,0.348768733170732,0.121187278790244,-0.166411065387805,0.263431399878049,-0.0729496941121951,-0.175284990170732,0.30540146,0.133766193578049
"91","STANDING",11,0.277715562765957,-0.0171990886595745,-0.108686630425532,-0.994978878723404,-0.964173331702128,-0.986382712765957,-0.993808050638298,-0.968703072553191,-0.987669785531915,-0.995573762978723,-0.96350679,-0.985958517446809
"92","SITTING",11,0.276590197358491,-0.0149195616754717,-0.112840218339623,-0.982796562075472,-0.921402118113208,-0.968370181886792,-0.981481454339623,-0.934503182830189,-0.972855110377359,-0.983389810188679,-0.920047161698113,-0.967884390943396
"93","LAYING",11,0.280592970877193,-0.0176598052315789,-0.108786578070175,-0.98477733,-0.972196873859649,-0.971311176842105,-0.983801365614035,-0.971403935438596,-0.973576812807018,-0.985322211929825,-0.973589287368421,-0.971668077017544
"94","WALKING",11,0.271821892881356,-0.0166475833623729,-0.106096304033898,-0.422842071864407,-0.0522120750440678,-0.530626311355932,-0.396533731864407,-0.0830478435976271,-0.616402910169492,-0.433703311525424,-0.0966068285372881,-0.523093394915254
"95","WALKING_DOWNSTAIRS",11,0.291605631956522,-0.0178097721219565,-0.111070149978261,0.142456557034783,0.0708122725543478,-0.324026938043478,0.0351937228130435,0.0247508134326087,-0.377624755652174,0.179906764395652,0.0262777181065217,-0.348626581521739
"96","WALKING_UPSTAIRS",11,0.263775859277778,-0.0303157822055556,-0.106797216481481,-0.238802959018519,-0.103167501868519,-0.203369399185185,-0.355348902222222,-0.254645206944444,-0.551742083518519,-0.198733655611111,-0.0885048145574074,-0.113701770190741
"97","STANDING",14,0.280545613833333,-0.01520781344,-0.103817701790667,-0.973268905,-0.928525725333333,-0.9222763115,-0.9726995625,-0.942178248333333,-0.9424220265,-0.973605553666667,-0.926055903,-0.917781858666667
"98","SITTING",14,0.279990577037037,-0.00870565463888889,-0.100401490425926,-0.976302248148148,-0.914935703907407,-0.922774835740741,-0.976456609259259,-0.932644766111111,-0.944126078888889,-0.976303056851852,-0.911591208203704,-0.917678155296296
"99","LAYING",14,0.233275439803922,-0.0113424652490196,-0.0868333315509804,-0.917501887333333,-0.909697040980392,-0.900331921686275,-0.933936178235294,-0.930366906078431,-0.927882307058824,-0.911972655156863,-0.905221049156863,-0.894055710980392
"100","WALKING",14,0.271959598644068,-0.0217785380966102,-0.106756369135593,-0.402639098135593,-0.0536126686650847,0.0518841040022034,-0.421498172542373,-0.174601844847458,-0.177366434042373,-0.395859985762712,-0.0542709972186441,0.0854892136933898
"101","WALKING_DOWNSTAIRS",14,0.293422115555556,-0.0200141413657778,-0.0928330165533333,0.0178313402266667,0.378870491755556,0.451576075111111,0.0212541553977778,0.3714824704,0.280735952206667,0.0140826092322222,0.29363389996,0.427563832371111
"102","WALKING_UPSTAIRS",14,0.26242106612963,-0.0204388180024074,-0.112279688983333,-0.309396717592593,0.307195533,0.609017879074074,-0.323508442240741,0.0163939234574074,0.191693742633333,-0.304980247962963,0.356072772037037,0.687124163703704
"103","STANDING",15,0.278915803962264,-0.0183516360396226,-0.105910832679245,-0.988949247358491,-0.931900148301887,-0.951670257924528,-0.986724998867925,-0.943348788679245,-0.965473514528302,-0.990060962641509,-0.930286443396226,-0.947905911320755
"104","SITTING",15,0.27290337979661,-0.0117188472271186,-0.11366125320339,-0.987084356101695,-0.922407162881356,-0.949338025084746,-0.986619609491525,-0.938926430779661,-0.963227004915254,-0.987384778983051,-0.919162700338983,-0.945704713050847
"105","LAYING",15,0.2894756525,-0.0166296542054167,-0.118530240291667,-0.972255551527778,-0.962759422361111,-0.929586835277778,-0.974016176527778,-0.962461124305556,-0.95156594625,-0.971718824583333,-0.964590430138889,-0.923923991944444
"106","WALKING",15,0.273899207962963,-0.0170809740090741,-0.107621819518519,-0.327961801111111,0.138912923691296,-0.518932634814815,-0.31744092037037,0.111321097159074,-0.554942138148148,-0.332520626851852,0.0805646237194445,-0.537026414814815
"107","WALKING_DOWNSTAIRS",15,0.280198851190476,-0.00563047804309524,-0.110526066428571,0.406471051190476,0.186532377428571,-0.281982181666667,0.235309825547619,0.167518099964286,-0.259812204547619,0.466325681428571,0.1199936036,-0.357407559285714
"108","WALKING_UPSTAIRS",15,0.270187595833333,-0.0287523860708333,-0.116952464895833,-0.0260971840270833,-0.00406536043541667,-0.379717488104167,-0.0746328434375,-0.1019354328,-0.5395910825,-0.00838243761666667,-0.0191328333041667,-0.349600353270833
"109","STANDING",16,0.283497402948718,-0.0165999672935897,-0.103657729076923,-0.989076811794872,-0.960298267692308,-0.953468961666667,-0.989427670897436,-0.96931401525641,-0.969999504230769,-0.989100620641026,-0.958174310128205,-0.948540267051282
"110","SITTING",16,0.280768574492754,-0.0102497939956522,-0.0891404038405797,-0.986825605362319,-0.951607872463768,-0.939672247101449,-0.987043828985507,-0.961456685507246,-0.959552230434783,-0.986892418405797,-0.949829260434783,-0.934652146521739
"111","LAYING",16,0.274227162571429,-0.0166103510562857,-0.107310493242857,-0.973691429428571,-0.943061150285714,-0.965490276285714,-0.980213187428571,-0.963635575142857,-0.974580069142857,-0.971409075142857,-0.937083636714286,-0.962524372714286
"112","WALKING",16,0.276023564509804,-0.0204286929452941,-0.108804049803922,-0.404692523921569,-0.314569762352941,-0.159799790235294,-0.394790433529412,-0.321500667843137,-0.244363048235294,-0.409070488039216,-0.354370678627451,-0.180501317941176
"113","WALKING_DOWNSTAIRS",16,0.295586802191489,-0.0183898583787234,-0.119873705148936,0.207251997929787,-0.146993837655319,0.0114353944787234,0.0368263528276596,-0.134598352726809,-0.04769426376,0.266115492098298,-0.208680587882979,-0.0379716239787234
"114","WALKING_UPSTAIRS",16,0.255986102627451,-0.0143654945011765,-0.124074517745098,-0.397083831568627,-0.163732745078431,-0.129283825721569,-0.474984014705882,-0.268063812745098,-0.335853041176471,-0.369636140980392,-0.166324239117647,-0.094561233145098
"115","STANDING",17,0.277942503333333,-0.0174120064169231,-0.111432145565,-0.991163919871795,-0.968176663717949,-0.970462679230769,-0.990927533846154,-0.97417056948718,-0.980231575769231,-0.991318528333333,-0.966427323846154,-0.966999000897436
"116","SITTING",17,0.2773570196875,-0.014156274084375,-0.11362408509375,-0.9944439053125,-0.96185862984375,-0.96572919578125,-0.9939693815625,-0.96992798921875,-0.97484160453125,-0.99465731359375,-0.959789141875,-0.96292107328125
"117","LAYING",17,0.269780085577465,-0.0168462006729577,-0.107006279704225,-0.972960567323944,-0.944792875211268,-0.953476700140845,-0.974359280140845,-0.954648102253521,-0.965406091549296,-0.972438525352113,-0.942791615915493,-0.950116956478873
"118","WALKING",17,0.272341855245902,-0.0184875403339344,-0.109792122032787,-0.31950017295082,-0.0175797885542623,-0.265824489180328,-0.360991674918033,-0.0650267622126229,-0.382832802295082,-0.304806274098361,-0.0556137930852459,-0.262391594918033
"119","WALKING_DOWNSTAIRS",17,0.29391828326087,-0.0167359404347826,-0.0892432745173913,0.187719760269565,-0.0607892037384783,-0.231064156615217,-0.0226239171245652,-0.130272514565217,-0.3180818605,0.258941676302174,-0.0860527358695652,-0.245413541641304
"120","WALKING_UPSTAIRS",17,0.252604768583333,-0.0228645614308333,-0.121290442104167,-0.062952754100625,-0.0131721014395833,-0.230220954239583,-0.1397522212625,-0.1175197356,-0.3999234945625,-0.0355381172854167,-0.0252781736083333,-0.2048157105
"121","STANDING",19,0.27817226,-0.0154244056945205,-0.10904190460274,-0.989910996849315,-0.944430270684931,-0.952599653972603,-0.987352048356164,-0.952872872465753,-0.968543351780822,-0.991161671369863,-0.943193755068493,-0.947753961643836
"122","SITTING",19,0.273830316164384,-0.016739260030137,-0.10870765430137,-0.976357663013699,-0.950388943972603,-0.951929615068493,-0.979238031780822,-0.960763181917808,-0.96633509109589,-0.975204245342466,-0.948053070136986,-0.947514931780822
"123","LAYING",19,0.272653733493976,-0.0171426864421687,-0.10898146186747,-0.965019579518072,-0.973449968554217,-0.984672837228916,-0.97453373,-0.972798824096386,-0.985340447349398,-0.962085001204819,-0.974832075662651,-0.984740998192771
"124","WALKING",19,0.273931172307692,-0.0191773587903846,-0.122736673192308,-0.0489049407963462,0.181801561185577,-0.13947794235,-0.0299815666923077,0.169258575663077,-0.104423357596154,-0.0578820787019231,0.112615077990385,-0.233872331063462
"125","WALKING_DOWNSTAIRS",19,0.262688053871795,-0.0145942275069487,-0.133695240660974,0.626917070512821,0.514816445641026,0.049322451025641,0.537012022051282,0.494457802230769,0.110659220744872,0.658506543333333,0.427928785230769,-0.0783635041538461
"126","WALKING_UPSTAIRS",19,0.242118808925,-0.0303986615775,-0.151054607725,-0.1287420952375,0.176349922525,-0.1904685504575,-0.15687949467775,0.111818164225,-0.2196444734075,-0.11993477534,0.13255758081125,-0.2399806950525
"127","STANDING",21,0.27695224258427,-0.0167084730205618,-0.110417855808989,-0.981419961123596,-0.943601625393258,-0.946123407078652,-0.978327686179775,-0.949694904269663,-0.960274142134831,-0.982892836629213,-0.94354515752809,-0.942458908314607
"128","SITTING",21,0.277539616823529,-0.0144009705494118,-0.112057887741176,-0.991777287176471,-0.966877560941176,-0.959567861764706,-0.990610228,-0.968060947058824,-0.970859342941176,-0.992375229411765,-0.96756129,-0.956412505058824
"129","LAYING",21,0.271325472455556,-0.0184233048415556,-0.103253832233333,-0.955019866222222,-0.956959422222222,-0.945653787777778,-0.968234375555556,-0.960069247,-0.961772190555556,-0.950929451222222,-0.957258971111111,-0.940919006555556
"130","WALKING",21,0.279183526730769,-0.0181610317526923,-0.104319332403846,-0.297814843538462,0.0540880509209615,-0.16868872575,-0.273496158519231,0.0338465813711538,-0.300309066730769,-0.308547185288462,-0.00256294245192308,-0.164961027194231
"131","WALKING_DOWNSTAIRS",21,0.3014610196,-0.0173195390157778,-0.09816866218,0.224343492244444,0.301336399711111,-0.0717893558666667,0.104323529982222,0.181138042506667,-0.0769713066866667,0.266987750733333,0.277894323022222,-0.145081705591111
"132","WALKING_UPSTAIRS",21,0.265194544680851,-0.0237218695148936,-0.125414265340426,-0.240808282276596,0.109787469104255,-0.219707928574468,-0.319169340234043,0.0221598658106383,-0.321712974042553,-0.213184048,0.0823434279595745,-0.22716417293617
"133","STANDING",22,0.279053861587302,-0.0158563207496825,-0.104967423820635,-0.985000527142857,-0.922693288412698,-0.942201655238095,-0.980373909206349,-0.929161387619048,-0.957101794126984,-0.987400306031746,-0.923657558412698,-0.938409884920635
"134","SITTING",22,0.273583822709677,-0.0123468446419355,-0.105827369516129,-0.978466823709677,-0.928059133795645,-0.917564853870968,-0.978505368225806,-0.939546007903226,-0.946635312419355,-0.97862319016129,-0.926995253483871,-0.909344305645161
"135","LAYING",22,0.279959721194444,-0.0142629864502778,-0.110800924652778,-0.947735251944444,-0.913276301666667,-0.942945807916667,-0.953758542777778,-0.925524703472222,-0.954219235555556,-0.945656808055556,-0.912562856666667,-0.941163951388889
"136","WALKING",22,0.27886459,-0.0167213607957174,-0.107112510934783,-0.00865921919565217,0.100384246321739,-0.213351968804348,-0.0994928588891304,0.145367520371739,-0.25521651373913,0.0243958191369565,0.00386841059347826,-0.253643608304348
"137","WALKING_DOWNSTAIRS",22,0.284458963861111,-0.0197999371686389,-0.1074157796,0.348618168333333,0.239812250944444,-0.325722718055556,0.195348406222222,0.225766560777778,-0.322795653888889,0.402891960277778,0.167409716861111,-0.383242679444444
"138","WALKING_UPSTAIRS",22,0.248391534566667,-0.0268622561133333,-0.117550861738095,0.0835738640921429,0.250067523738095,-0.109613216345238,-0.0553996485285714,0.13068653882619,-0.228019952309524,0.132048813464286,0.230058772192857,-0.116753339559524
"139","STANDING",23,0.277899323235294,-0.0177475547867647,-0.1105970177575,-0.985421519558824,-0.9584444925,-0.929409745147059,-0.983627197058824,-0.962831825294118,-0.945170568823529,-0.986333385588235,-0.958042411176471,-0.926110099117647
"140","SITTING",23,0.273351251617647,-0.0133945015676471,-0.103808679294118,-0.987607636617647,-0.934933559264706,-0.905584390323529,-0.986325670882353,-0.953460406470588,-0.942031166764706,-0.988345258235294,-0.930781487205882,-0.896125263911765
"141","LAYING",23,0.274038007986111,-0.0216553835833333,-0.104256776291667,-0.956756363194444,-0.976309827361111,-0.973223495416667,-0.970037238333333,-0.982072295833333,-0.977515213888889,-0.952410957638889,-0.974304149166667,-0.972261283055556
"142","WALKING",23,0.273211884237288,-0.0183618711932203,-0.113382994084746,-0.313521773389831,-0.119020586510678,0.164220685383051,-0.275404187920339,-0.0724367317966102,0.0814081078542373,-0.329807279830508,-0.202524061966102,0.1161434407
"143","WALKING_DOWNSTAIRS",23,0.289897411148148,-0.0162111457238889,-0.0988123712574074,0.0441392843425926,0.10825903416963,0.229898742944444,0.205428216353704,0.0959432893981482,0.280518877574074,-0.0282962478037037,0.0432283686975926,0.0947940973814815
"144","WALKING_UPSTAIRS",23,0.249995171031373,-0.0323844029237255,-0.126890616782353,-0.243887818513725,0.0448435785868627,0.10080118935098,-0.272605689568627,-0.0769773944803922,-0.070577489272549,-0.234309548019608,0.0380597405498039,0.104508755759412
"145","STANDING",25,0.278013701621622,-0.0163569730274324,-0.107352957594595,-0.991970126756757,-0.954569225945946,-0.964642688108108,-0.990093202837838,-0.959846189054054,-0.974051231216216,-0.992851743243243,-0.95417933,-0.96212373972973
"146","SITTING",25,0.278541482461538,-0.0147696808030769,-0.109160440476923,-0.991892828615385,-0.947457617061538,-0.965139552153846,-0.991405498153846,-0.959117259384615,-0.974776131230769,-0.992124279384615,-0.944842993230769,-0.962090614615385
"147","LAYING",25,0.250791828613699,-0.0188943663671233,-0.100428830260274,-0.909116474109589,-0.691770680561644,-0.717262004013699,-0.929147371232877,-0.78494581909589,-0.816197953561644,-0.902547712465753,-0.67238425569863,-0.694100368012329
"148","WALKING",25,0.278992759054054,-0.0186477624716216,-0.108737636297297,-0.596007443513514,-0.161852411581081,-0.437133403243243,-0.609038908918919,-0.251880271094595,-0.533563220540541,-0.591449956486486,-0.170313804039189,-0.430624587162162
"149","WALKING_DOWNSTAIRS",25,0.291329666206897,-0.0210170522987931,-0.107192376965517,-0.253756934258621,-0.14054060387069,-0.457972381896552,-0.372245192931034,-0.196381053741379,-0.556097089137931,-0.213028874331034,-0.166842375587931,-0.449465441724138
"150","WALKING_UPSTAIRS",25,0.277995411384615,-0.0269863524264615,-0.126210440292308,-0.459775646153846,-0.223086808769231,-0.296523975076923,-0.521649838769231,-0.380150805384615,-0.542931828,-0.437975786923077,-0.199988428584615,-0.237296741292308
"151","STANDING",26,0.281127035405405,-0.0166608306652703,-0.110237796416216,-0.993069368783784,-0.949466155405405,-0.962988401351351,-0.991993372297297,-0.958402317837838,-0.97321515527027,-0.993702408378378,-0.947829677432432,-0.960027795540541
"152","SITTING",26,0.258243530166667,-0.00713364541358974,-0.0974448692333333,-0.979768987948718,-0.94079896551282,-0.950004414102564,-0.982579546025641,-0.954299410641026,-0.967519149358974,-0.978755176794872,-0.937783538974359,-0.94478134025641
"153","LAYING",26,0.271645864540789,-0.0191895728026316,-0.105002540289474,-0.969445445263158,-0.983231351842105,-0.984500013157895,-0.973262289210526,-0.983664034342105,-0.984923123552632,-0.967971891447368,-0.983317083947368,-0.984854487894737
"154","WALKING",26,0.279264443728814,-0.0154259586949153,-0.108927011474576,-0.340185527559322,-0.136351391645763,-0.333486502542373,-0.321959549661017,-0.146702156576271,-0.33953964559322,-0.34799792561017,-0.185725832305085,-0.384445322372881
"155","WALKING_DOWNSTAIRS",26,0.2792845828,-0.01262580966778,-0.1064396194,0.17395384962,-0.011629910112,-0.284807676,0.022800096142,-0.006237000044,-0.2796400557,0.22678384386,-0.078283777824,-0.3466485178
"156","WALKING_UPSTAIRS",26,0.272691394545455,-0.0281633797398182,-0.121943461236364,-0.169006952418182,-0.0491726302763636,-0.404596936545455,-0.242820756127273,-0.185528313272727,-0.499502759272727,-0.142843838381818,-0.0439473073581818,-0.400902256363636
"157","STANDING",27,0.279566921625,-0.016593236445,-0.107835818025,-0.9919515835,-0.955171419,-0.962408444875,-0.99012181225,-0.961356141125,-0.97414624525,-0.99287582525,-0.954381606375,-0.958924794125
"158","SITTING",27,0.273941302571429,-0.0155269799285714,-0.105521912588571,-0.988580107714286,-0.971579125714286,-0.965858735142857,-0.988682108428571,-0.974057855571429,-0.974665817,-0.988659196428571,-0.971266062714286,-0.963220672571429
"159","LAYING",27,0.274102492432432,-0.0179867611216216,-0.107699732837838,-0.978455153108108,-0.983736043783784,-0.986636996081081,-0.980631846891892,-0.982915951891892,-0.987356589864865,-0.977615702567568,-0.984269087972973,-0.986582387972973
"160","WALKING",27,0.276849485438596,-0.0166478783221912,-0.112822289263158,-0.348475560526316,-0.187301214964912,-0.297318273508772,-0.308702374385965,-0.13678354122807,-0.312372595438596,-0.365256349298246,-0.267741550175439,-0.345515217192982
"161","WALKING_DOWNSTAIRS",27,0.2975441875,-0.0135564467159091,-0.112837694688636,0.167407531090909,-0.0979710029522727,-0.240040783340909,0.0829831545090909,-0.0626729573068182,-0.241600361090909,0.194912716568182,-0.17564706475,-0.303090701863636
"162","WALKING_UPSTAIRS",27,0.265770253921569,-0.0200953324078431,-0.123530438196078,-0.295439547254902,-0.0950104077,-0.23070787672549,-0.417607401176471,-0.249688517843137,-0.418886395098039,-0.253504065686275,-0.0794059822941176,-0.197338870980392
"163","STANDING",28,0.277795069113924,-0.0172635124672152,-0.106579385202532,-0.977748638607595,-0.875689216835443,-0.905123824177215,-0.97251980164557,-0.893430392658228,-0.934503028481013,-0.98026749,-0.87446926556962,-0.897600800886076
"164","SITTING",28,0.276977629444444,-0.0185404441258333,-0.111517939555556,-0.983272806805556,-0.939905244861111,-0.936667245694444,-0.979820142638889,-0.946351650416667,-0.952226786666667,-0.984956708611111,-0.939885478333333,-0.9330454775
"165","LAYING",28,0.2759134825,-0.0167537858225,-0.1083448529625,-0.9688882955,-0.945386780375,-0.956450342875,-0.9739308675,-0.958436369,-0.961115672375,-0.967324863875,-0.94200397775,-0.956770904875
"166","WALKING",28,0.281228223888889,-0.0156759722981481,-0.103714705396296,-0.293003522222222,-0.117886186425926,-0.300928395925926,-0.280062182962963,-0.127912276044444,-0.356337638518519,-0.298832423148148,-0.168789019540741,-0.326046195925926
"167","WALKING_DOWNSTAIRS",28,0.293642076521739,-0.0220230465913043,-0.10858897408913,0.125712887943478,0.156496646504348,-0.341031811521739,0.0890721752173913,0.186441733869565,-0.308161634195652,0.137797082826087,0.065301199843913,-0.416940283043478
"168","WALKING_UPSTAIRS",28,0.262005841764706,-0.0279443943478431,-0.121514025692157,-0.242062430294118,-0.146753877035294,-0.28598691372549,-0.266101343372549,-0.190589069119608,-0.401732939215686,-0.233726643921569,-0.178554981115686,-0.281685159607843
"169","STANDING",29,0.277965065846154,-0.0172605869061538,-0.108659067476923,-0.996068635384615,-0.969295721076923,-0.980207488923077,-0.995024039692308,-0.973345770461538,-0.984096024769231,-0.996604570307692,-0.968278553076923,-0.978802973692308
"170","SITTING",29,0.2771799775,-0.016630680375,-0.1104118192,-0.9907450195,-0.963222497833333,-0.968063878166667,-0.991093963666667,-0.969609501666667,-0.975623030833333,-0.990617521,-0.961693949333333,-0.965800974333333
"171","LAYING",29,0.287295196811594,-0.0171965484202899,-0.109462068173913,-0.984219555507246,-0.990240946666667,-0.987255149855072,-0.986626999275362,-0.989034304057971,-0.989473926666667,-0.983432309130435,-0.990680395362319,-0.986378776086957
"172","WALKING",29,0.271999916792453,-0.0162915600588679,-0.106632427301887,-0.174337940226415,-0.0917540612869811,-0.242828038264151,-0.135819505761321,-0.0349642325433962,-0.279734839433962,-0.190355976849057,-0.182068539584906,-0.283348100981132
"173","WALKING_DOWNSTAIRS",29,0.293140441083333,-0.01494121505625,-0.0981339984895833,0.167383602458333,-0.12246346700625,-0.223177999879167,0.110663200244167,-0.02122937175,-0.266692150208333,0.187438624270833,-0.239349053641667,-0.262073242045833
"174","WALKING_UPSTAIRS",29,0.265423066877551,-0.0299465312326531,-0.118000587840816,-0.0867715569693878,-0.122128287642857,0.0995443502346939,-0.109793480008163,-0.196011503540816,-0.320487882857143,-0.0790625306306122,-0.141258066657755,0.203057836877551
"175","STANDING",30,0.277112699152542,-0.0170163887813559,-0.108756209835593,-0.977559426949153,-0.891654527118644,-0.912850596949152,-0.972014050847458,-0.919475121186441,-0.938089774915254,-0.980426575762712,-0.885572781694915,-0.907286793050847
"176","SITTING",30,0.268336081379032,-0.00804731295322581,-0.099515446133871,-0.983622744193548,-0.937857000806452,-0.950654041290323,-0.985008785,-0.954076042258065,-0.966274090645161,-0.983231005483871,-0.933992577903226,-0.946203823387097
"177","LAYING",30,0.281033900571429,-0.0194494098614286,-0.1036581505,-0.976362515428571,-0.954201823857143,-0.967044236428571,-0.974789999285714,-0.959974274571429,-0.970321991714286,-0.977045260571429,-0.9535584,-0.967188198571429
"178","WALKING",30,0.276406758,-0.0175880385730769,-0.0986247068969231,-0.346394275230769,-0.173550021692308,-0.120476783907692,-0.351402910907692,-0.193856663907692,-0.309558882615385,-0.344928112461538,-0.215634315369231,-0.0931447617846154
"179","WALKING_DOWNSTAIRS",30,0.283190646967742,-0.0174383900204839,-0.0999781422322581,-0.0577703163548387,-0.0272628077709677,-0.217275690290323,-0.106966957087097,-0.0216637054241935,-0.25806736666129,-0.0405257091567742,-0.0934682613774194,-0.257393372287097
"180","WALKING_UPSTAIRS",30,0.271415642261538,-0.0253311698786154,-0.124697493775385,-0.350504475230769,-0.127311157607692,0.0249468034966154,-0.420402828153846,-0.297813768569231,-0.36751984,-0.326260358153846,-0.104299180318462,0.121447414920923
